id,pokeapi_id,name_ja,category_name,cost,fling_power,fling_effect_name,effect_en,effect_ja,sprite_default_url
water-stone,84,みずのいし,evolution,3000,30,,"Used on a party Pokémon
:   Evolves an Eevee into Vaporeon, a Lombre into Ludicolo, a Panpour into Simipour, a Poliwhirl into Poliwrath, a Shellder into Cloyster, or a Staryu into Starmie.","ある　特定の　ポケモンを
進化させる　不思議な　石。
澄んだ　水色を　している。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/water-stone.png
leaf-stone,85,リーフのいし,evolution,3000,30,,"Used on a party Pokémon
:   Evolves an Exeggcute into Exeggutor, a Gloom into Vileplume, a Nuzleaf into Shiftry, a Pansage into Simisage, or a Weepinbell into Victreebel.","ある　特定の　ポケモンを
進化させる　不思議な　石。
はっぱの　模様が　ある。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/leaf-stone.png
tiny-mushroom,86,ちいさなキノコ,loot,500,30,,Vendor trash.,"ちいさな　珍しい　キノコ。
一部の　マニアの　あいだでは
けっこう　人気が　高い。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tiny-mushroom.png
big-mushroom,87,おおきなキノコ,loot,5000,30,,Vendor trash.,"おおきな　珍しい　キノコ。
一部の　マニアの　あいだでは
とても　人気が　高い。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/big-mushroom.png
pearl,88,しんじゅ,loot,2000,30,,Vendor trash.,"きれいな　銀色に　光る
少し　ちいさめの　真珠。
ショップで　安く　売れる。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/pearl.png
big-pearl,89,おおきなしんじゅ,loot,8000,30,,Vendor trash.,"きれいな　銀色に　光る
かなり　大粒の　真珠。
ショップで　高く　売れる。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/big-pearl.png
stardust,90,ほしのすな,loot,3000,30,,Vendor trash.,"てざわりが　サラサラの
赤くて　きれいな　砂。
ショップで　高く　売れる。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/stardust.png
star-piece,91,ほしのかけら,loot,12000,30,,Vendor trash.,"キラキラと　赤く　光る
きれいな　宝石の　かけら。
ショップで　高く　売れる。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/star-piece.png
nugget,92,きんのたま,loot,10000,30,,Vendor trash.,"キラキラと　金色に　光る
純金製の　玉。
ショップで　高く　売れる。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/nugget.png
heart-scale,93,ハートのウロコ,collectibles,100,30,,Trade one to the Move Relearner near the shore in Pastoria City or with the Move Deleter in Blackthorn City to teach one party Pokémon a prior level-up move.,"きれいな　ハートの　形の
とても　珍しい　ウロコ。
にじ色に　うすく　輝く。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/heart-scale.png
honey,94,あまいミツ,dex-completion,900,30,,"Used outside of battle
:   Immediately triggers a wild Pokémon battle, as long as the trainer is somewhere with wild Pokémon—i.e., in tall grass, in a cave, or surfing.

Can be smeared on sweet-smelling trees to attract tree-dwelling Pokémon after six hours.","草むらや　洞窟などで
使うと　あまいにおいに　誘われて
野生ポケモンが　あらわれる。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/honey.png
growth-mulch,95,すくすくこやし,mulch,200,30,,"Used on a patch of soil
:   Plant’s growth stages will each last 25% less time.  Dries soil out more quickly.","きのみを　育てる　地方では
ふかふかのつちに　まいて　使う。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/growth-mulch.png
damp-mulch,96,じめじめこやし,mulch,200,30,,"Used on a patch of soil
:   Plant’s growth stages will each last 25% more time.  Dries soil out more slowly.","きのみを　育てる　地方では
ふかふかのつちに　まいて　使う。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/damp-mulch.png
stable-mulch,97,ながながこやし,mulch,200,30,,"Used on a patch of soil
:   Fully-grown plant will last 25% longer before dying and possibly regrowing.","きのみを　育てる　地方では
ふかふかのつちに　まいて　使う。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/stable-mulch.png
gooey-mulch,98,ねばねばこやし,mulch,200,30,,"Used on a path of soil
:   Plant will regrow after dying 25% more times.","きのみを　育てる　地方では
ふかふかのつちに　まいて　使う。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/gooey-mulch.png
root-fossil,99,ねっこのカセキ,dex-completion,7000,100,,Give to a scientist in the Mining Museum in Oreburgh City or the Museum of Science in Pewter City to receive a Lileep.,"大昔　海に　すんでいた
古代ポケモンの　カセキ。
ねっこの　一部らしい。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/root-fossil.png
claw-fossil,100,ツメのカセキ,dex-completion,7000,100,,Give to a scientist in the Mining Museum in Oreburgh City or the Museum of Science in Pewter City to receive an Anorith.,"大昔　海に　すんでいた
古代ポケモンの　カセキ。
ツメの　一部らしい。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/claw-fossil.png
helix-fossil,101,かいのカセキ,dex-completion,7000,100,,Give to a scientist in the Mining Museum in Oreburgh City or the Museum of Science in Pewter City to receive an Omanyte.,"大昔　海に　すんでいた
古代ポケモンの　カセキ。
貝殻の　一部らしい。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/helix-fossil.png
dome-fossil,102,こうらのカセキ,dex-completion,7000,100,,Give to a scientist in the Mining Museum in Oreburgh City or the Museum of Science in Pewter City to receive a Kabuto.,"大昔　海に　すんでいた
古代ポケモンの　カセキ。
こうらの　一部らしい。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/dome-fossil.png
old-amber,103,ひみつのコハク,dex-completion,10000,100,,Give to a scientist in the Mining Museum in Oreburgh City or the Museum of Science in Pewter City to receive an Aerodactyl.,"古代ポケモンの　遺伝子が
閉じこめられている　コハク。
赤みを　帯びて　透けている。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/old-amber.png
armor-fossil,104,たてのカセキ,dex-completion,7000,100,,Give to a scientist in the Mining Museum in Oreburgh City or the Museum of Science in Pewter City to receive a Shieldon.,"大昔　地上で　暮らした
古代ポケモンの　カセキ。
襟飾りの　一部らしい。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/armor-fossil.png
skull-fossil,105,ずがいのカセキ,dex-completion,7000,100,,Give to a scientist in the Mining Museum in Oreburgh City or the Museum of Science in Pewter City to receive a Cranidos.,"大昔　地上で　暮らした
古代ポケモンの　カセキ。
頭の　一部らしい。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/skull-fossil.png
rare-bone,106,きちょうなホネ,loot,5000,100,,Vendor trash.,"ポケモン考古学の　うえで
とても　貴重な　ホネ。
ショップで　高く　売れる。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/rare-bone.png
shiny-stone,107,ひかりのいし,evolution,3000,80,,"Used on a party Pokémon
:   Evolves a Minccino into Cinccino, a Roselia into Roserade, or a Togetic into Togekiss.","ある　特定の　ポケモンを
進化させる　不思議な　石。
ひかりのように　まぶしい。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/shiny-stone.png
dusk-stone,108,やみのいし,evolution,3000,80,,"Used on a party Pokémon
:   Evolves a Lampent into Chandelure, a Misdreavus into Mismagius, or a Murkrow into Honchkrow.","ある　特定の　ポケモンを
進化させる　不思議な　石。
やみのように　暗い。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/dusk-stone.png
dawn-stone,109,めざめいし,evolution,3000,80,,"Used on a party Pokémon
:   Evolves a male Kirlia into Gallade or a female Snorunt into Froslass.","ある　特定の　ポケモンを
進化させる　不思議な　石。
ひとみのように　まばゆい。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/dawn-stone.png
oval-stone,110,まんまるいし,evolution,2000,80,,"Held by Happiny
:   Holder evolves into Chansey when it levels up during the daytime.","ある　特定の　ポケモンを
進化させる　不思議な　石。
たまのように　まるい。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/oval-stone.png
odd-keystone,111,かなめいし,dex-completion,2100,80,,"Place in the tower on Route 209.  Check the stone to encounter a Spiritomb, as long as the trainer’s Underground status card counts at least 32 greetings.","これがないと　石の塔が
崩れてしまう　大事な石。
ときどき　石から　声が聞こえる。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/odd-keystone.png
adamant-orb,112,こんごうだま,species-specific,0,60,,"Held by Dialga
:   Holder’s Dragon- and Steel-type moves have 1.2× their usual power.","ディアルガに　持たせると　ドラゴンと
はがねタイプの　技の　威力が
あがる　光り　輝く　珠。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/adamant-orb.png
lustrous-orb,113,しらたま,species-specific,0,60,,"Held by Palkia
:   Holder’s Dragon- and Water-type moves have 1.2× their usual power.","パルキアに　持たせると　ドラゴンと
みずタイプの　技の　威力が
あがる　美しく　輝く　珠。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/lustrous-orb.png
grass-mail,114,,all-mail,50,,,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer’s PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/grass-mail.png
flame-mail,115,,all-mail,50,,,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer’s PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/flame-mail.png
bubble-mail,116,,all-mail,50,,,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer’s PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/bubble-mail.png
bloom-mail,117,,all-mail,50,,,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer’s PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/bloom-mail.png
